year,iso3_code,country,region,total_members,n_dois,dois_per_member
2020,ITA,Italy,Europe & Central Asia,88,127171,1445.125
2020,KAZ,Kazakhstan,Europe & Central Asia,34,16650,489.70588235294116
2020,KGZ,Kyrgyz Republic,Europe & Central Asia,12,1256,104.66666666666667
2020,LTU,Lithuania,Europe & Central Asia,29,59265,2043.6206896551723
2020,LUX,Luxembourg,Europe & Central Asia,1,32,32
2020,LVA,Latvia,Europe & Central Asia,11,15294,1390.3636363636363
2020,MDA,Moldova,Europe & Central Asia,5,570,114
2020,MKD,"Macedonia, FYR",Europe & Central Asia,29,14099,486.17241379310343
2020,MNE,NA,Europe & Central Asia,8,2543,317.875
2020,NLD,Netherlands,Europe & Central Asia,80,34431490,430393.625
2020,NOR,Norway,Europe & Central Asia,20,43048,2152.4
2020,POL,Poland,Europe & Central Asia,231,371811,1609.5714285714287
2020,PRT,Portugal,Europe & Central Asia,109,96976,889.6880733944954
2020,ROU,NA,Europe & Central Asia,162,65484,404.22222222222223
2020,RUS,Russian Federation,Europe & Central Asia,967,795829,822.9875904860393
2020,SRB,NA,Europe & Central Asia,51,103459,2028.6078431372548
2020,SVK,Slovak Republic,Europe & Central Asia,27,48787,1806.9259259259259
2020,SVN,Slovenia,Europe & Central Asia,44,27747,630.6136363636364
2020,SWE,Sweden,Europe & Central Asia,52,31602,607.7307692307693
2020,TJK,Tajikistan,Europe & Central Asia,1,211,211
2020,TUR,Turkey,Europe & Central Asia,1225,360139,293.99102040816325
2020,UKR,Ukraine,Europe & Central Asia,478,323137,676.0188284518829
2020,UZB,Uzbekistan,Europe & Central Asia,17,3539,208.1764705882353
2020,XKX,NA,Europe & Central Asia,1,1297,1297
2020,ARG,Argentina,Latin America & the Caribbean,56,45852,818.7857142857143
2020,BHS,"Bahamas, The",Latin America & the Caribbean,1,254,254
2020,BOL,Bolivia,Latin America & the Caribbean,8,1018,127.25
2020,BRA,Brazil,Latin America & the Caribbean,1195,1409714,1179.6769874476988
2020,BRB,Barbados,Latin America & the Caribbean,1,186,186
2020,CHL,Chile,Latin America & the Caribbean,53,108671,2050.396226415094
2020,COL,Colombia,Latin America & the Caribbean,179,137039,765.5810055865921
2020,CRI,Costa Rica,Latin America & the Caribbean,13,23035,1771.923076923077
2020,CUB,Cuba,Latin America & the Caribbean,1,93,93
2020,DOM,Dominican Republic,Latin America & the Caribbean,6,2486,414.3333333333333
2020,ECU,Ecuador,Latin America & the Caribbean,78,26983,345.93589743589746
2020,GTM,Guatemala,Latin America & the Caribbean,13,579,44.53846153846154
2020,JAM,Jamaica,Latin America & the Caribbean,3,1709,569.6666666666666
2020,MEX,Mexico,Latin America & the Caribbean,159,122057,767.6540880503145
2020,NIC,Nicaragua,Latin America & the Caribbean,1,7967,7967
2020,PAN,Panama,Latin America & the Caribbean,7,1301,185.85714285714286
2020,PER,Peru,Latin America & the Caribbean,118,51789,438.8898305084746
2020,PRI,Puerto Rico,Latin America & the Caribbean,6,3954,659
2020,PRY,Paraguay,Latin America & the Caribbean,13,3276,252
2020,TTO,Trinidad and Tobago,Latin America & the Caribbean,3,172,57.333333333333336
2020,URY,Uruguay,Latin America & the Caribbean,44,3884,88.27272727272727
2020,VEN,Venezuela,Latin America & the Caribbean,11,2240,203.63636363636363
2020,VGB,British Virgin Islands,Latin America & the Caribbean,2,283067,141533.5
2020,AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",2,13933,6966.5
2020,ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",29,239945,8273.965517241379
2020,BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",2,2361,1180.5
2020,DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",72,19476,270.5
2020,EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",24,122483,5103.458333333333
2020,IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",118,53636,454.54237288135596
2020,ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",8,1491,186.375
2020,JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",30,20172,672.4
2020,KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",7,2266,323.7142857142857
2020,LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",7,2070,295.7142857142857
2020,LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",7,1984,283.42857142857144
2020,MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",15,2844,189.6
2020,OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",3,1977,659
2020,PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",171,62979,368.29824561403507
2020,PSE,NA,"Middle East, North Africa, Afghanistan & Pakistan",10,1559,155.9
2020,QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",7,7469,1067
2020,SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",18,12179,676.6111111111111
2020,SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",2,213,106.5
2020,TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",8,609,76.125
2020,YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",9,1275,141.66666666666666
2020,CAN,Canada,North America,197,803138,4076.8426395939086
2020,USA,United States,North America,1472,43199155,29347.25203804348
2020,BGD,Bangladesh,South Asia,31,40664,1311.741935483871
2020,BTN,Bhutan,South Asia,2,164,82
2020,IND,India,South Asia,701,1163720,1660.0855920114122
2020,LKA,Sri Lanka,South Asia,10,16735,1673.5
2020,NPL,Nepal,South Asia,8,25564,3195.5
2020,AGO,Angola,Sub-Saharan Africa,2,74,37
2020,BDI,Burundi,Sub-Saharan Africa,1,156,156
2020,BEN,Benin,Sub-Saharan Africa,1,3,3
2020,BFA,Burkina Faso,Sub-Saharan Africa,1,17,17
2020,BWA,Botswana,Sub-Saharan Africa,1,24,24
2020,CAF,Central African Republic,Sub-Saharan Africa,1,5,5
2020,CMR,Cameroon,Sub-Saharan Africa,2,75,37.5
2020,ETH,Ethiopia (excludes Eritrea),Sub-Saharan Africa,4,274,68.5
2020,GHA,Ghana,Sub-Saharan Africa,11,1425,129.54545454545453
2020,KEN,Kenya,Sub-Saharan Africa,19,11462,603.2631578947369
2020,MDG,Madagascar,Sub-Saharan Africa,1,19,19
2020,MRT,Mauritania,Sub-Saharan Africa,1,161,161
2020,MUS,Mauritius,Sub-Saharan Africa,3,2191,730.3333333333334
2020,MWI,Malawi,Sub-Saharan Africa,1,21,21
2020,NAM,Namibia,Sub-Saharan Africa,1,22,22
2020,NGA,Nigeria,Sub-Saharan Africa,64,40991,640.484375
2020,RWA,Rwanda,Sub-Saharan Africa,2,43,21.5
2020,SDN,Sudan,Sub-Saharan Africa,3,187,62.333333333333336
2020,SEN,Senegal,Sub-Saharan Africa,1,319,319
2020,TZA,Tanzania,Sub-Saharan Africa,2,82,41
2020,UGA,Uganda,Sub-Saharan Africa,3,48,16
2020,ZAF,South Africa,Sub-Saharan Africa,48,152246,3171.7916666666665
2020,ZMB,Zambia,Sub-Saharan Africa,2,81,40.5
2020,ZWE,Zimbabwe,Sub-Saharan Africa,1,18,18
2019,AUS,Australia,East Asia & Pacific,117,351529,3004.5213675213677
2019,BRN,Brunei,East Asia & Pacific,1,1,1
2019,CHN,China,East Asia & Pacific,79,237705,3008.9240506329115
2019,FJI,Fiji,East Asia & Pacific,1,14,14
2019,HKG,"Hong Kong, China",East Asia & Pacific,32,61139,1910.59375
2019,IDN,Indonesia,East Asia & Pacific,1225,404986,330.6008163265306
2019,JPN,Japan,East Asia & Pacific,637,2551586,4005.629513343799
2019,KHM,Cambodia,East Asia & Pacific,2,197,98.5
2019,KOR,"Korea, Rep.",East Asia & Pacific,2011,786361,391.02983590253604
2019,LAO,Lao PDR,East Asia & Pacific,1,592,592
2019,MAC,Macao,East Asia & Pacific,1,9,9
2019,MMR,Myanmar,East Asia & Pacific,1,37,37
2019,MNG,Mongolia,East Asia & Pacific,3,1397,465.6666666666667
2019,MYS,Malaysia,East Asia & Pacific,63,33430,530.6349206349206
2019,NZL,New Zealand,East Asia & Pacific,38,96975,2551.9736842105262
2019,PHL,Philippines,East Asia & Pacific,31,6423,207.19354838709677
2019,SGP,Singapore,East Asia & Pacific,35,451610,12903.142857142857
2019,THA,Thailand,East Asia & Pacific,27,8194,303.48148148148147
2019,TWN,Taiwan,East Asia & Pacific,16,13030,814.375
2019,VNM,Vietnam,East Asia & Pacific,20,15065,753.25
2019,ALB,Albania,Europe & Central Asia,3,362,120.66666666666667
2019,ARM,Armenia,Europe & Central Asia,4,9648,2412
2019,AUT,Austria,Europe & Central Asia,41,148719,3627.2926829268295
2019,AZE,Azerbaijan,Europe & Central Asia,13,3729,286.84615384615387
2019,BEL,Belgium,Europe & Central Asia,28,198483,7088.678571428572
2019,BGR,Bulgaria,Europe & Central Asia,28,124808,4457.428571428572
2019,BIH,Bosnia and Herzegovina,Europe & Central Asia,19,9934,522.8421052631579
2019,BLR,Belarus,Europe & Central Asia,9,2967,329.6666666666667
2019,CHE,Switzerland,Europe & Central Asia,54,1877754,34773.22222222222
2019,CYP,Cyprus,Europe & Central Asia,7,11911,1701.5714285714287
2019,CZE,Czech Republic,Europe & Central Asia,69,100504,1456.5797101449275
2019,DEU,Germany,Europe & Central Asia,117,3582375,30618.589743589742
2019,DNK,Denmark,Europe & Central Asia,11,53369,4851.727272727273
2019,ESP,Spain,Europe & Central Asia,261,323607,1239.8735632183907
2019,EST,Estonia,Europe & Central Asia,12,8926,743.8333333333334
2019,FIN,Finland,Europe & Central Asia,72,29967,416.2083333333333
2019,FRA,France,Europe & Central Asia,54,1836765,34014.166666666664
2019,FRO,Faeroe Islands,Europe & Central Asia,1,84,84
2019,GBR,United Kingdom,Europe & Central Asia,376,17436519,46373.72074468085
2019,GEO,Georgia,Europe & Central Asia,8,1535,191.875
2019,GRC,Greece,Europe & Central Asia,24,108818,4534.083333333333
2019,HRV,Croatia,Europe & Central Asia,137,100321,732.2700729927008
2019,HUN,Hungary,Europe & Central Asia,161,87812,545.416149068323
2019,IRL,Ireland,Europe & Central Asia,13,3608,277.53846153846155
2019,ISL,Iceland,Europe & Central Asia,7,1158,165.42857142857142
2019,ITA,Italy,Europe & Central Asia,79,105256,1332.3544303797469
2019,KAZ,Kazakhstan,Europe & Central Asia,18,9608,533.7777777777778
2019,KGZ,Kyrgyz Republic,Europe & Central Asia,7,667,95.28571428571429
2019,LTU,Lithuania,Europe & Central Asia,27,47575,1762.037037037037
2019,LUX,Luxembourg,Europe & Central Asia,1,24,24
2019,LVA,Latvia,Europe & Central Asia,9,10596,1177.3333333333333
2019,MDA,Moldova,Europe & Central Asia,2,225,112.5
2019,MKD,"Macedonia, FYR",Europe & Central Asia,11,8233,748.4545454545455
2019,MNE,NA,Europe & Central Asia,5,995,199
2019,NLD,Netherlands,Europe & Central Asia,66,32550098,493183.30303030304
2019,NOR,Norway,Europe & Central Asia,18,37648,2091.5555555555557
2019,POL,Poland,Europe & Central Asia,206,296748,1440.5242718446602
2019,PRT,Portugal,Europe & Central Asia,90,81403,904.4777777777778
2019,ROU,NA,Europe & Central Asia,119,41512,348.84033613445376
2019,RUS,Russian Federation,Europe & Central Asia,786,586816,746.5852417302799
2019,SRB,NA,Europe & Central Asia,42,88453,2106.0238095238096
2019,SVK,Slovak Republic,Europe & Central Asia,24,38014,1583.9166666666667
2019,SVN,Slovenia,Europe & Central Asia,38,23125,608.5526315789474
2019,SWE,Sweden,Europe & Central Asia,39,25962,665.6923076923077
2019,TJK,Tajikistan,Europe & Central Asia,1,120,120
2019,TUR,Turkey,Europe & Central Asia,962,287003,298.33991683991684
2019,UKR,Ukraine,Europe & Central Asia,372,209305,562.6478494623656
2019,UZB,Uzbekistan,Europe & Central Asia,6,682,113.66666666666667
2019,XKX,NA,Europe & Central Asia,1,1280,1280
2019,ARG,Argentina,Latin America & the Caribbean,46,32856,714.2608695652174
2019,BHS,"Bahamas, The",Latin America & the Caribbean,1,219,219
2019,BOL,Bolivia,Latin America & the Caribbean,5,317,63.4
2019,BRA,Brazil,Latin America & the Caribbean,957,1175264,1228.0710553814001
2019,BRB,Barbados,Latin America & the Caribbean,1,147,147
2019,CHL,Chile,Latin America & the Caribbean,44,96373,2190.2954545454545
2019,COL,Colombia,Latin America & the Caribbean,155,105772,682.4
2019,CRI,Costa Rica,Latin America & the Caribbean,11,19131,1739.1818181818182
2019,CUB,Cuba,Latin America & the Caribbean,1,93,93
2019,DOM,Dominican Republic,Latin America & the Caribbean,4,2096,524
2019,ECU,Ecuador,Latin America & the Caribbean,56,17596,314.2142857142857
2019,GTM,Guatemala,Latin America & the Caribbean,4,285,71.25
2019,JAM,Jamaica,Latin America & the Caribbean,1,1631,1631
2019,MEX,Mexico,Latin America & the Caribbean,130,90272,694.4
2019,NIC,Nicaragua,Latin America & the Caribbean,1,7037,7037
2019,PAN,Panama,Latin America & the Caribbean,2,511,255.5
2019,PER,Peru,Latin America & the Caribbean,76,34835,458.35526315789474
2019,PRI,Puerto Rico,Latin America & the Caribbean,5,727,145.4
2019,PRY,Paraguay,Latin America & the Caribbean,11,2335,212.27272727272728
2019,TTO,Trinidad and Tobago,Latin America & the Caribbean,1,12,12
2019,URY,Uruguay,Latin America & the Caribbean,38,2793,73.5
2019,VEN,Venezuela,Latin America & the Caribbean,3,795,265
2019,VGB,British Virgin Islands,Latin America & the Caribbean,2,265077,132538.5
2019,AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",2,12395,6197.5
2019,ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",24,220983,9207.625
2019,BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",1,1347,1347
2019,DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",47,10625,226.06382978723406
2019,EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",22,64796,2945.2727272727275
2019,IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",105,34779,331.22857142857146
2019,ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",6,1410,235
2019,JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",21,16250,773.8095238095239
2019,KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",4,1370,342.5
2019,LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",7,1778,254
2019,LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",2,530,265
2019,MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",4,793,198.25
2019,OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",2,1722,861
2019,PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",116,45871,395.4396551724138
2019,PSE,NA,"Middle East, North Africa, Afghanistan & Pakistan",9,764,84.88888888888889
2019,QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",7,6604,943.4285714285714
2019,SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",15,8222,548.1333333333333
2019,SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",2,155,77.5
2019,TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",1,8,8
2019,YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",6,868,144.66666666666666
2019,CAN,Canada,North America,178,752955,4230.0842696629215
2019,USA,United States,North America,1321,40600931,30734.996971990917
2019,BGD,Bangladesh,South Asia,19,32499,1710.4736842105262
2019,BTN,Bhutan,South Asia,1,36,36
2019,IND,India,South Asia,502,968339,1928.9621513944223
2019,LKA,Sri Lanka,South Asia,7,14959,2137
2019,NPL,Nepal,South Asia,5,21005,4201
2019,BDI,Burundi,Sub-Saharan Africa,1,10,10
2019,CMR,Cameroon,Sub-Saharan Africa,2,40,20
2019,ETH,Ethiopia (excludes Eritrea),Sub-Saharan Africa,1,26,26
2019,GHA,Ghana,Sub-Saharan Africa,6,184,30.666666666666668
2019,KEN,Kenya,Sub-Saharan Africa,12,7869,655.75
2019,MRT,Mauritania,Sub-Saharan Africa,1,40,40
2019,MUS,Mauritius,Sub-Saharan Africa,3,1551,517
2019,MWI,Malawi,Sub-Saharan Africa,1,21,21
2019,NGA,Nigeria,Sub-Saharan Africa,42,36335,865.1190476190476
2019,RWA,Rwanda,Sub-Saharan Africa,1,11,11
2019,SDN,Sudan,Sub-Saharan Africa,1,58,58
2019,SEN,Senegal,Sub-Saharan Africa,1,272,272
2019,UGA,Uganda,Sub-Saharan Africa,1,8,8
2019,ZAF,South Africa,Sub-Saharan Africa,33,138153,4186.454545454545
2019,ZMB,Zambia,Sub-Saharan Africa,2,64,32
2019,ZWE,Zimbabwe,Sub-Saharan Africa,1,12,12
2018,AUS,Australia,East Asia & Pacific,94,169262,1800.659574468085
2018,CHN,China,East Asia & Pacific,68,187817,2762.014705882353
2018,HKG,"Hong Kong, China",East Asia & Pacific,28,52216,1864.857142857143
2018,IDN,Indonesia,East Asia & Pacific,673,216391,321.5319465081724
2018,JPN,Japan,East Asia & Pacific,624,2471231,3960.30608974359
2018,KHM,Cambodia,East Asia & Pacific,2,165,82.5
2018,KOR,"Korea, Rep.",East Asia & Pacific,1647,686043,416.5409836065574
2018,LAO,Lao PDR,East Asia & Pacific,1,499,499
2018,MAC,Macao,East Asia & Pacific,1,9,9
2018,MNG,Mongolia,East Asia & Pacific,3,1247,415.6666666666667
2018,MYS,Malaysia,East Asia & Pacific,47,22259,473.59574468085106
2018,NZL,New Zealand,East Asia & Pacific,29,82153,2832.862068965517
2018,PHL,Philippines,East Asia & Pacific,25,4881,195.24
2018,SGP,Singapore,East Asia & Pacific,24,415487,17311.958333333332
2018,THA,Thailand,East Asia & Pacific,20,6250,312.5
2018,TLS,NA,East Asia & Pacific,1,9,9
2018,TWN,Taiwan,East Asia & Pacific,16,11251,703.1875
2018,VNM,Vietnam,East Asia & Pacific,15,11728,781.8666666666667
2018,ALB,Albania,Europe & Central Asia,3,264,88
2018,ARM,Armenia,Europe & Central Asia,3,4472,1490.6666666666667
2018,AUT,Austria,Europe & Central Asia,38,133716,3518.842105263158
2018,AZE,Azerbaijan,Europe & Central Asia,9,2757,306.3333333333333
2018,BEL,Belgium,Europe & Central Asia,23,183121,7961.782608695652
2018,BGR,Bulgaria,Europe & Central Asia,21,105265,5012.619047619048
2018,BIH,Bosnia and Herzegovina,Europe & Central Asia,16,10817,676.0625
2018,BLR,Belarus,Europe & Central Asia,7,1901,271.57142857142856
2018,CHE,Switzerland,Europe & Central Asia,38,1651108,43450.21052631579
2018,CYP,Cyprus,Europe & Central Asia,3,6839,2279.6666666666665
2018,CZE,Czech Republic,Europe & Central Asia,60,86820,1447
2018,DEU,Germany,Europe & Central Asia,99,3073788,31048.363636363636
2018,DNK,Denmark,Europe & Central Asia,10,45975,4597.5
2018,ESP,Spain,Europe & Central Asia,223,241588,1083.354260089686
2018,EST,Estonia,Europe & Central Asia,11,7411,673.7272727272727
2018,FIN,Finland,Europe & Central Asia,52,22698,436.5
2018,FRA,France,Europe & Central Asia,46,1595733,34689.84782608696
2018,FRO,Faeroe Islands,Europe & Central Asia,1,84,84
2018,GBR,United Kingdom,Europe & Central Asia,336,16188645,48180.49107142857
2018,GEO,Georgia,Europe & Central Asia,3,209,69.66666666666667
2018,GRC,Greece,Europe & Central Asia,20,101830,5091.5
2018,HRV,Croatia,Europe & Central Asia,122,86037,705.2213114754098
2018,HUN,Hungary,Europe & Central Asia,105,77167,734.9238095238095
2018,IRL,Ireland,Europe & Central Asia,11,3116,283.27272727272725
2018,ISL,Iceland,Europe & Central Asia,7,708,101.14285714285714
2018,ITA,Italy,Europe & Central Asia,64,88694,1385.84375
2018,KAZ,Kazakhstan,Europe & Central Asia,16,6297,393.5625
2018,KGZ,Kyrgyz Republic,Europe & Central Asia,2,158,79
2018,LTU,Lithuania,Europe & Central Asia,19,33150,1744.7368421052631
2018,LUX,Luxembourg,Europe & Central Asia,1,22,22
2018,LVA,Latvia,Europe & Central Asia,8,7422,927.75
2018,MDA,Moldova,Europe & Central Asia,1,175,175
2018,MKD,"Macedonia, FYR",Europe & Central Asia,9,5824,647.1111111111111
2018,MNE,NA,Europe & Central Asia,3,640,213.33333333333334
2018,NLD,Netherlands,Europe & Central Asia,57,30899720,542100.350877193
2018,NOR,Norway,Europe & Central Asia,18,33503,1861.2777777777778
2018,POL,Poland,Europe & Central Asia,170,234065,1376.8529411764705
2018,PRT,Portugal,Europe & Central Asia,80,69092,863.65
2018,ROU,NA,Europe & Central Asia,87,29005,333.39080459770116
2018,RUS,Russian Federation,Europe & Central Asia,610,418655,686.3196721311475
2018,SRB,NA,Europe & Central Asia,42,74895,1783.2142857142858
2018,SVK,Slovak Republic,Europe & Central Asia,18,30222,1679
2018,SVN,Slovenia,Europe & Central Asia,34,18904,556
2018,SWE,Sweden,Europe & Central Asia,32,22985,718.28125
2018,TJK,Tajikistan,Europe & Central Asia,1,77,77
2018,TUR,Turkey,Europe & Central Asia,804,222267,276.4514925373134
2018,UKR,Ukraine,Europe & Central Asia,211,116893,553.9952606635071
2018,UZB,Uzbekistan,Europe & Central Asia,3,473,157.66666666666666
2018,ARG,Argentina,Latin America & the Caribbean,39,19653,503.9230769230769
2018,BHS,"Bahamas, The",Latin America & the Caribbean,1,219,219
2018,BOL,Bolivia,Latin America & the Caribbean,1,188,188
2018,BRA,Brazil,Latin America & the Caribbean,811,970353,1196.489519112207
2018,BRB,Barbados,Latin America & the Caribbean,1,98,98
2018,CHL,Chile,Latin America & the Caribbean,34,87217,2565.205882352941
2018,COL,Colombia,Latin America & the Caribbean,133,79852,600.390977443609
2018,CRI,Costa Rica,Latin America & the Caribbean,6,14876,2479.3333333333335
2018,DOM,Dominican Republic,Latin America & the Caribbean,3,1336,445.3333333333333
2018,ECU,Ecuador,Latin America & the Caribbean,34,7877,231.6764705882353
2018,GTM,Guatemala,Latin America & the Caribbean,1,7,7
2018,JAM,Jamaica,Latin America & the Caribbean,1,1617,1617
2018,MEX,Mexico,Latin America & the Caribbean,110,64445,585.8636363636364
2018,NIC,Nicaragua,Latin America & the Caribbean,2,5701,2850.5
2018,PAN,Panama,Latin America & the Caribbean,1,392,392
2018,PER,Peru,Latin America & the Caribbean,48,23561,490.8541666666667
2018,PRI,Puerto Rico,Latin America & the Caribbean,3,375,125
2018,PRY,Paraguay,Latin America & the Caribbean,10,1608,160.8
2018,TTO,Trinidad and Tobago,Latin America & the Caribbean,1,7,7
2018,URY,Uruguay,Latin America & the Caribbean,30,1947,64.9
2018,VEN,Venezuela,Latin America & the Caribbean,2,993,496.5
2018,VGB,British Virgin Islands,Latin America & the Caribbean,2,238510,119255
2018,AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",2,8805,4402.5
2018,ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",21,202327,9634.619047619048
2018,BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",1,2250,2250
2018,DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",3,190,63.333333333333336
2018,EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",15,23586,1572.4
2018,IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",76,12783,168.19736842105263
2018,ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",4,1326,331.5
2018,JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",7,11776,1682.2857142857142
2018,KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",2,8,4
2018,LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",5,1597,319.4
2018,MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",3,487,162.33333333333334
2018,OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",2,1570,785
2018,PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",76,28978,381.2894736842105
2018,QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",5,4321,864.2
2018,SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",6,4954,825.6666666666666
2018,TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",1,8,8
2018,YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",1,420,420
2018,CAN,Canada,North America,161,669781,4160.130434782609
2018,USA,United States,North America,1218,38013875,31210.07799671593
2018,BGD,Bangladesh,South Asia,11,27083,2462.090909090909
2018,BTN,Bhutan,South Asia,1,25,25
2018,IND,India,South Asia,410,800564,1952.5951219512194
2018,LKA,Sri Lanka,South Asia,6,13080,2180
2018,NPL,Nepal,South Asia,3,17338,5779.333333333333
2018,BDI,Burundi,Sub-Saharan Africa,1,10,10
2018,CMR,Cameroon,Sub-Saharan Africa,1,11,11
2018,ETH,Ethiopia (excludes Eritrea),Sub-Saharan Africa,1,15,15
2018,GHA,Ghana,Sub-Saharan Africa,4,89,22.25
2018,KEN,Kenya,Sub-Saharan Africa,8,6832,854
2018,MUS,Mauritius,Sub-Saharan Africa,3,1084,361.3333333333333
2018,MWI,Malawi,Sub-Saharan Africa,1,21,21
2018,NGA,Nigeria,Sub-Saharan Africa,25,34063,1362.52
2018,SEN,Senegal,Sub-Saharan Africa,1,198,198
2018,UGA,Uganda,Sub-Saharan Africa,1,36,36
2018,ZAF,South Africa,Sub-Saharan Africa,26,122883,4726.2692307692305
2018,ZMB,Zambia,Sub-Saharan Africa,2,55,27.5
